username,profile_link,city,state,country,recent_ride_locations,admin_region,is_regional_admin
Farmtrav,https://www.trailforks.com/profile/Farmtrav,unknown,unknown,unknown,"['Piedmont & Brewer', 'Spirit Mountain Bike Park', 'Pine Valley Ski Trails', 'Hartley Park', 'Washburn', 'Solon Springs', 'Superior', 'Battle Creek', 'Lester Park Trails', 'Duluth', 'Mission Creek', 'Two Harbors', 'Mt. Ashwabay Outdoor Recreation Area', 'Willow River State Park', 'Levis -Trow Mound', 'Little Chute', 'Port Washington', 'John Muir Trails', 'CamRock', 'Theodore Wirth Park', 'Minneapolis', 'Spirit Mountain', 'Roseville', 'West Lake Marion Park', 'Cleary Lake Regional Park', 'Hawks Ridge', 'Lester Park', 'Mont du Lac', 'Eagan', 'Minnesota River Bottoms', 'Rochester', 'Gamehaven', 'Winona', 'Mt. Ashwabay', 'Moose Lake', 'Tofte', 'St. Croix Falls', 'Whitetail Ridge', 'Eau Claire', 'Lowes Creek County Park', 'Chester Park Area', 'Carver Lake Park', 'Newry', 'Hixon Forest - Lower and Upper', 'Sidie Hollow Park', 'Minnetonka', 'Pine Valley', 'St. Paul', 'North Loop (Jail Trail)', 'Lake Rebecca', 'Bertram Chain of Lakes', 'Sunfish Lake Park', 'Chequamegon Area (CAMBA)', 'Chippewa Falls', 'Pinehurst Park', 'Otter Creek Park', 'Hickory Ridge', 'ZipTrails', 'Anvil National Recreation Area', 'Woodruff', 'Iron Mountain', 'Fumee Lake Natural Area', 'Marion Park', 'Gladstone', 'Mackinaw City', 'Mackinac Island', 'Marquette South Trails', 'Marquette North Trails', 'Ishpeming', 'Swedetown Trails', 'Calumet', 'Copper Harbor Trail System', 'Web Lake', 'Delta', 'Tioga Recreation Area', 'Redhead Mountain Bike Park', 'Movil Maze Recreation Area', 'Cass County', 'Detroit Mountain Recreation Area', 'Moorhead', 'Harmon Lake', 'Dickinson', 'Skyline Wilderness', 'Hanson-Larsen Memorial Park', 'Keystone', 'Hill City', 'Farm Island', 'Itasca County', 'Cuyuna Country State Recreation Area', 'Baxter', 'Wadena', ""Black's Grove Park"", 'Dogtown Cluster', 'Cloquet', 'Grand Marais', 'Britton Peak', 'Woolly Trails', 'Eau Claire County', 'Northwest Park', 'Neillsville', 'Cable', 'Seeley', 'Carlton', 'City Park', 'Wildcat Mountain Bike Trail', 'Mount Ashwabay']","{'region_link': '', 'region_name': ''}",False
AndrewvkuX76,https://www.trailforks.com/profile/AndrewvkuX76,unknown,unknown,unknown,"['Rochester', 'Eastwood Park', 'Cuyuna Country State Recreation Area', 'Winona', 'Gamehaven', 'West Lake Marion Park', 'Lebanon Hills', 'Mount Kato', 'Seven Mile Creek', 'Hixon Forest - Lower and Upper', 'Elm Creek Park', 'Mankato', 'Brushy Creek', 'Reveille Peak Ranch', 'San Angelo', 'Colorado Bend State Park', 'Suburban Ninja/Christ Church', 'South Llano River State Park', 'Sandia Foothills - North', 'Rio Rancho', 'Memorial Park', 'Tioga Recreation Area', 'American Legion Memorial Park', 'Spirit Mountain', 'Hartley Park', 'Redhead Mountain Bike Park', 'Hachita', 'Albuquerque']","{'region_link': '', 'region_name': ''}",False
richardquay,https://www.trailforks.com/profile/richardquay,unknown,unknown,unknown,"['Lebanon Hills', 'Murphy-Hanrehan Park', 'Hurricane Hill', 'Erwin Wildlife Management Area', 'Saunders Springs', 'West Lake Marion Park', 'Oaks Openings Preserve', 'West Lake Marion MTB Trails']","{'region_link': '', 'region_name': ''}",False
tedsks,https://www.trailforks.com/profile/tedsks,unknown,unknown,unknown,"['Murphy-Hanrehan Park', 'Minnesota River Bottoms', 'Eagan', 'Hickory Ridge', 'Chequamegon Area (CAMBA)', 'Britton Peak', 'Monarch - Carver Park Reserve', 'Lake Rebecca', 'West Lake Marion Park', 'Metro Region', 'Cuyuna Country State Recreation Area', 'Cuyuna', 'Kebler Pass', 'Crested Butte Town Trails', 'Gothic', 'Cement Creek', 'Storm Mountain Trails', 'Lakeville', 'Burnsville', 'Buck Hill', 'Prior Lake', 'Cleary Lake Regional Park', 'Lebanon Hills', 'Northfield', 'Savage', 'Bruce', 'Pincushion Mountain Trail System', 'Tofte', 'Tioga Recreation Area', 'Redhead Mountain Bike Park', 'Levis -Trow Mound', 'Evolution Bike Park', 'Crested Butte', 'Spring Creek', 'Hayward Area Memorial Hospital Trails (CAMBA)', 'Battle Creek', 'Santa Clara River Reserve', 'Hurricane Cliffs', 'Wire Mesa', 'Guacamole', 'Green Valley', 'Two Harbors']","{'region_link': '', 'region_name': ''}",False
JasonThate,https://www.trailforks.com/profile/JasonThate,Pemberton,Minnesota,USA,"['Kiwanis Recreation Area', 'Eagle Lake', 'Cuyuna Country State Recreation Area', 'Mankato', 'Minnesota', 'Mount Kato', ""Kaplan's Woods Park"", 'North Mankato', 'Traverse des Sioux Park', 'Xcel Energy Mountain Bike Park', 'Monarch - Carver Park Reserve', 'Red Rock Canyon Open Space', 'Colorado Springs', 'North Cheyenne Cañon', 'Ft Lehillier', 'Lake Rebecca', 'Murphy-Hanrehan Park', 'Lebanon Hills', 'Mount Kato &nearr;', 'Whitetail Ridge', 'Owatonna', 'West Lake Marion MTB Trails', 'Seven Mile Creek', 'Rockford', 'Austin', 'Welch Village MTB Park &nearr;', 'Lakeville', 'Honeybee Canyon/Rail X Ranch']","{'region_link': '', 'region_name': ''}",False
SullivanGrahamMlH,https://www.trailforks.com/profile/SullivanGrahamMlH,unknown,Minnesota,unknown,"['Monarch - Carver Park Reserve', 'Marquette', 'Theodore Wirth Park', 'Carver County', 'Minnetonka', 'Minneapolis', 'Levis -Trow Mound', 'Monticello', 'Kiwanis Recreation Area', 'Mankato', 'Minnesota River Bottoms', 'Chequamegon Area (CAMBA)', 'Metro Region', 'Cleveland', 'Red Wing', 'Lester Park Trails', 'Battle Creek', 'Lebanon Hills', 'Chaska', 'Hawks Ridge', 'Bayfield', 'Mt. Ashwabay Outdoor Recreation Area', 'Split Rock Wilds', 'Pincushion Mountain Trail System', 'Britton Peak', 'Nine Mile', 'Burnsville', 'Cuyuna Country State Recreation Area', 'Lutsen', 'Murphy-Hanrehan Park', 'Bloomington', 'Green Valley', 'St. George', 'South Mountain Park', 'Gilbert', 'Tucson Mountain Park', 'Sandia Foothills - South', 'Santa Clara River Reserve', 'Savage', 'Metro', 'Bertram Chain of Lakes', 'Redhead Mountain Bike Park', 'Orono', 'Black Hills', 'Spearfish', 'Lookout Mountain Park', 'Lone Lake Park', 'Piedmont & Brewer', 'Lester Park', 'Elm Creek Park', 'Cuyuna', 'Grand Marais', 'Franklin Canyon Park', 'Los Angeles', 'Pike Island', 'Payson', 'Superior', 'Western Gateway', 'Village of Oak Creek', 'Northfield', 'Lake Rebecca', 'Two Harbors', 'Lake Elmo', '7th Cavalry Trail System', 'West Lake Marion Park', 'Eagan', 'Bike Snowmass', 'Bethel', 'St. Paul', 'Rockford', 'Mille Lacs County', 'Buffalo', 'Hartley Park']","{'region_link': '', 'region_name': ''}",False
LstResponder,https://www.trailforks.com/profile/LstResponder,unknown,unknown,unknown,"['Bethel', 'Woolly Trails', 'Crystal Bridges', 'Blowing Springs', 'Coler Mountain Bike Preserve', 'Little Sugar', 'Redhead Mountain Bike Park', 'Haunted Forest', 'Lanesboro', 'Whitetail Ridge', 'Detroit Mountain Recreation Area', 'Detroit Lakes', 'Sunfish Lake Park', 'Roseville', 'Battle Creek', 'Rockford', 'Hillside City Park', 'Lake Rebecca', 'Carver Lake Park', 'St. Paul', 'Cuyuna Country State Recreation Area', 'Pincushion Mountain Trail System', 'Tofte', 'Coon Rapids', 'Elm Creek Park', 'Park Spring Park', 'Back 40', 'Slaughter Pen Trails', 'Taylor Falls', 'Monticello', 'Monarch - Carver Park Reserve', 'Spirit Mountain', 'Minneapolis', 'Stillwater', 'Olmsted County', 'Clark County', 'Marquette North Trails', 'Marquette South Trails', 'Seeley', 'Chequamegon Area (CAMBA)', 'West Lake Marion Park', 'Bertram Chain of Lakes', 'Two Harbors', 'Carlton', 'Mission Creek', 'Cuyuna', 'Saint Cloud', 'Mason City', 'Wauwatosa', 'Milwaukee', 'Hutchinson', 'Maple Grove', 'Bloomington']","{'region_link': '', 'region_name': ''}",False
EEaston,https://www.trailforks.com/profile/EEaston,Prior Lake,Minnesota,USA,"['Memorial Park', 'Lebanon Hills', 'Bloomington', 'Cuyuna Country State Recreation Area', 'Murphy-Hanrehan Park', 'Mount Kato &nearr;', 'West Lake Marion Park', 'Monarch - Carver Park Reserve', 'Burnsville', 'Minnetonka', 'Savage', 'Deer Valley Resort', 'Tucson', 'Lunch Loops', 'La Sal Mountains', 'Sand Flats Recreation Area', 'Fruita', '18 Road', 'Kokopelli Loops', 'Golden Bike Park', 'Hawes', 'Minnesota River Bottoms', 'Carver Park Reserve', 'Whitetail Ridge', 'Buck Hill', 'Theodore Wirth Park', 'Alexandria', 'Deer Valley Resort &nearr;', 'Park City Mountain Resort &nearr;', 'Elm Creek Park', 'Chaska', 'West Lake Marion MTB Trails', 'Back 40', 'Park Spring Park', 'Bentonville', 'Coler Preserve', 'Slaughter Pen Trails', 'Hobbs State Park', 'Crystal Bridges', 'Mount Kato', 'Superior', 'Prior Lake', 'Carver Lake Park', 'Lakeville', 'Park City Mountain Resort', 'Movil Maze Recreation Area', 'Buck Hill &nearr;', 'Gamehaven', 'Owatonna', 'Eagan', 'Kiwanis Recreation Area', 'Mankato', 'Spirit Mountain']","{'region_link': '', 'region_name': ''}",False
DanielfromMN,https://www.trailforks.com/profile/DanielfromMN,Lakeville,Minnesota,USA,"['Cuyuna Country State Recreation Area', 'West Lake Marion Park', 'Lakeville', 'Lebanon Hills', 'Chandler', 'Desert Trails Park', 'Murphy-Hanrehan Park', 'West Lake Marion MTB Trails', 'Eagan', 'Burnsville', 'Piedmont & Brewer', 'Lester Park', 'Hartman Creek State Park']","{'region_link': '', 'region_name': ''}",False
wcchristian,https://www.trailforks.com/profile/wcchristian,unknown,unknown,unknown,"['West Lake Marion Park', 'Xcel Energy Mountain Bike Park', 'Lebanon Hills', 'Cass County', 'Crystal Bridges', 'Austin', 'Myre-Big Island State Park', 'Burnsville', 'Coler Preserve', 'Bentonville', 'Cuyuna Country State Recreation Area', 'Mower County', 'Lakeville', 'Terrace Oaks', 'West Lake Marion MTB Trails', 'Gamehaven']","{'region_link': '', 'region_name': ''}",False
pbball,https://www.trailforks.com/profile/pbball,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Nillarafer,https://www.trailforks.com/profile/Nillarafer,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Silly1,https://www.trailforks.com/profile/Silly1,unknown,unknown,unknown,"['Lake Rebecca', 'Lone Lake Park', 'Elm Creek Park', 'Lebanon Hills', 'Monarch - Carver Park Reserve', 'Redhead Mountain Bike Park', 'Theodore Wirth Park', 'River Falls', 'Whitetail Ridge', 'Minnetonka', 'Minneapolis', 'North Mankato', 'Marquette', 'Carver County', 'Xcel Energy Mountain Bike Park', 'Cuyuna Country State Recreation Area', 'Minnesota River Bottoms', 'Bertram Chain of Lakes', 'Murphy-Hanrehan Park', 'Spirit Mountain Bike Park', 'Cuyuna', 'Standing Rocks', 'Britton Peak', 'Chequamegon Area (CAMBA)', 'Gamehaven', 'Adobe Jack', 'Carroll Canyon', 'Sedona', 'Dry Creek', 'Village of Oak Creek', 'Traverse des Sioux Park', 'Mount Kato', 'Cable', 'Seeley', 'Oshkosh', 'Terrace Oaks', 'Austin', 'Piedmont & Brewer', 'Spirit Mountain', 'Battle Creek', 'Lutsen', 'Crystal Lake', 'Central Florida', 'Bloomington', 'Carver Park Reserve', 'Mankato', 'Mount Kato &nearr;', 'Hartman Creek State Park', 'Appleton', 'West Lake Marion Park', 'Lake Brophy County Park', 'Stillwater', 'Steamboat Springs', 'In Town Trails', 'Buffalo Pass', 'Burnsville']","{'region_link': '', 'region_name': ''}",False
clars100,https://www.trailforks.com/profile/clars100,unknown,unknown,unknown,"['Lebanon Hills', 'Murphy-Hanrehan Park', 'Piedmont & Brewer', 'Battle Creek', 'Minnesota River Bottoms', 'Terrace Oaks', 'Theodore Wirth Park', 'Hartley Park', 'Lester Park', 'Roseville', 'West Lake Marion Park', 'Duluth', 'Superior', 'Burnsville', 'Buck Hill &nearr;', 'Cuyuna Country State Recreation Area', 'Eagan']","{'region_link': '', 'region_name': ''}",False
Jbvq3310,https://www.trailforks.com/profile/Jbvq3310,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
lega0035,https://www.trailforks.com/profile/lega0035,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
6nT0r0,https://www.trailforks.com/profile/6nT0r0,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Anexplosifloris,https://www.trailforks.com/profile/Anexplosifloris,Lakeville,Minnesota,USA,"['Lebanon Hills', 'Lakeville', 'Elm Creek Park', 'West Lake Marion Park', 'Cleary Lake Regional Park', 'Northfield', 'Murphy-Hanrehan Park', 'Battle Creek', 'Sunfish Lake Park', 'Cuyuna Country State Recreation Area', 'Carver Lake Park', 'Monarch - Carver Park Reserve', 'Minnesota River Bottoms', 'Buck Hill', 'Cross Plains', 'Middleton', 'Savage', 'Chaska', 'West Lake Marion MTB Trails', 'Burnsville', 'Bloomington', 'Prior Lake', 'Piedmont & Brewer', 'Lester Park', 'Mission Creek', 'Stillwater', 'River Falls', 'Memorial Park', 'Eastern', 'St. Paul', 'Whitetail Ridge', 'Levis -Trow Mound', 'Piedmont', 'Minnesota River Trail', 'Spirit Mountain', 'Gamehaven', 'Welch Village MTB Park', 'Eagan', 'Bertram Lake', 'Salem Hills', 'Eagan Bike Park', 'Terrace Oaks', 'Metro', 'St. Croix Valley', 'Roseville', 'Storm Mountain Trails', 'Cluster', 'Grafton Mesa', 'Klondike Bluffs', 'La Sal Mountains', 'Sand Flats Recreation Area', 'Moab Brand Trails', 'Deadhorse Point', 'Red Wing']","{'region_link': '', 'region_name': ''}",False
Gusgomez24,https://www.trailforks.com/profile/Gusgomez24,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Savageshredder12,https://www.trailforks.com/profile/Savageshredder12,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
joe-from-iowa,https://www.trailforks.com/profile/joe-from-iowa,unknown,unknown,unknown,"['Osage', 'Mason City', 'Cuyuna Country State Recreation Area', 'Minnesota River Bottoms', 'Austin', 'Northern Iowa', 'Van Peenen Park', 'Redhead Mountain Bike Park', 'Levis -Trow Mound', 'Crystal Bridges', 'Bentonville', 'Park Spring Park', 'Hobbs State Park', 'West Lake Marion Park', 'Lebanon Hills', 'Murphy-Hanrehan Park', 'La Riviere City Park', 'Gamehaven', ""Kaplan's Woods Park"", 'Iowa']","{'region_link': '', 'region_name': ''}",False
RJamie,https://www.trailforks.com/profile/RJamie,Minneapolis,Minnesota,USA,"['Bloomington', 'Minnesota River Bottoms', 'Monarch - Carver Park Reserve', 'Shakopee', 'Chequamegon Area (CAMBA)', 'Cuyuna Country State Recreation Area', 'Tioga Recreation Area', 'Redhead Mountain Bike Park', 'Bertram Chain of Lakes', 'Lutsen', 'Theodore Wirth Park', 'Murphy-Hanrehan Park', 'Lone Lake Park', 'Battle Creek', 'Hobbs State Park', 'Rogers', 'Coler Mountain Bike Preserve', 'Crystal Bridges', 'Xcel Energy Mountain Bike Park', 'Orono', 'Cave Creek', 'Prescott', 'Granite Dells', 'Spence Basin', 'Village of Oak Creek', ""Brown's Ranch"", 'Cable', 'cumberland', 'Waconia', 'Minnesota River Trail', 'West Lake Marion Park', 'Gamehaven', 'Seeley', 'Lebanon Hills', 'Cottage Grove', 'Hawks Ridge', 'Carver Lake Park', 'Maple Grove', 'Central Florida', 'Chaska', 'Rockford', 'Lake Brophy County Park', 'Buck Hill', 'Elm Creek Park', 'Lakeville', 'West Lake Marion MTB Trails', 'Woolly Trails', 'Minneapolis', 'Mount Kato', 'Mount Kato &nearr;', 'Eagan', 'Spirit Mountain', 'Detroit Mountain Recreation Area', 'Whitetail Ridge', 'Hayward', 'Austin', 'Santa Monica', 'Highway OO', 'Spooner', 'Namakagon', 'Metro', 'Rock Lake State Nature Area', 'Mount Ashwabay', 'Owatonna', 'Mission Creek', 'Savage', 'Sawyer County', 'Telemark', 'Mt Kessler', 'Piedmont']","{'region_link': '', 'region_name': ''}",False
Hudsora,https://www.trailforks.com/profile/Hudsora,St. Paul,Minnesota,USA,"['Murphy-Hanrehan Park', 'Lebanon Hills', 'Carver Lake Park', 'Theodore Wirth Park', 'Battle Creek', 'Sunfish Lake Park', 'West Lake Marion Park', 'Cuyuna Country State Recreation Area', 'Redhead Mountain Bike Park', 'Giants Ridge', 'Mission Creek', 'Piedmont & Brewer', 'Duluth', 'Elm Creek Park', 'Big Cypress National Preserve', 'Metro', 'Britton Peak', 'Spirit Mountain &nearr;', 'Split Rock Wilds', 'Breckenridge', 'Jones Pass', 'Vasquez', 'Pincushion Mountain', 'Tioga Recreation Area', 'Roseville', 'Carver Park Reserve', 'Cambridge', 'Eagan', 'Lake Elmo', 'Northwest Park', 'Lookout Mountain', 'Cuyuna', 'Bloomington', 'Minnesota River Bottoms', 'Minneapolis']","{'region_link': '', 'region_name': ''}",False
Sevo28,https://www.trailforks.com/profile/Sevo28,unknown,unknown,unknown,"['Lebanon Hills', 'Elm Creek Park', 'Cuyuna Country State Recreation Area', 'Murphy-Hanrehan Park', 'Redhead Mountain Bike Park', 'West Lake Marion Park', 'HandCut Hollow', 'Little Sugar', 'Crystal Bridges', 'Coler Mountain Bike Preserve', 'Lakeville', 'Coler Preserve', 'Carver Lake Park', 'Battle Creek', 'Cuyuna', 'Chaska', 'West Lake Marion MTB Trails', 'Back 40']","{'region_link': '', 'region_name': ''}",False
Cman36,https://www.trailforks.com/profile/Cman36,unknown,unknown,unknown,"['Murphy-Hanrehan Park', 'Chaska', 'Redhead Mountain Bike Park', 'Monarch - Carver Park Reserve', 'Theodore Wirth Park', 'West Lake Marion Park', 'Mount Kato &nearr;', 'Xcel Energy Mountain Bike Park', 'Hawks Ridge', 'Shakopee', 'Gamehaven', 'Whitetail Ridge', 'Lone Lake Park', 'Carver County', 'Spirit Mountain Bike Park &nearr;', 'Carver Lake Park', 'Battle Creek', 'Whistler Mountain Bike Park &nearr;', 'Lebanon Hills', 'Elm Creek Park', 'Cuyuna Country State Recreation Area', 'Minnesota River Bottoms', 'Platte River State Park', 'Bloomington', 'Detroit Mountain Recreation Area', 'Burnsville', 'Rockford', 'Lake Rebecca', 'Tioga Recreation Area', 'Lake Brophy County Park', 'Buck Hill', 'Terrace Oaks', 'Savage', 'Cottage Grove', 'Mount Kato', 'Spirit Mountain', 'Prior Lake', 'Lakeville', 'Austin']","{'region_link': '', 'region_name': ''}",False
Jgothrbplayer,https://www.trailforks.com/profile/Jgothrbplayer,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Slowriderj,https://www.trailforks.com/profile/Slowriderj,unknown,unknown,unknown,"['Johnston', 'Ames', 'Carver Lake Park', 'Sunfish Lake Park', 'Kinnickinnic State Park', 'Cuyuna Country State Recreation Area', 'Whitetail Ridge', 'Willow River State Park', 'Reid Park', 'Redhead Mountain Bike Park', 'Stillwater', ""Kaplan's Woods Park"", 'Elk River', 'Omro', 'Lake Elmo Park Reserve', 'Monarch - Carver Park Reserve', 'Roseville', 'Haunted Forest', 'Bertram Chain of Lakes', 'Central Florida', 'Mount Kato', 'Duluth', 'Valley View Park', 'West Lake Marion Park', 'Woolly Trails', 'Lake Elmo', 'Chisholm', 'Virginia', 'Tioga Recreation Area']","{'region_link': '', 'region_name': ''}",False
mdyrdal,https://www.trailforks.com/profile/mdyrdal,unknown,unknown,unknown,"['Xcel Energy Mountain Bike Park', 'Cass County', 'Crystal Bridges', 'Austin', 'Myre-Big Island State Park', 'Coler Preserve', 'Albert Lea', 'Cuyuna Country State Recreation Area', 'West Lake Marion Park', 'Lebanon Hills', 'Burnsville', 'Mower County']","{'region_link': '', 'region_name': ''}",False
aweldum,https://www.trailforks.com/profile/aweldum,Minneapolis,Minnesota,USA,[],"{'region_link': '', 'region_name': ''}",False
KNorland,https://www.trailforks.com/profile/KNorland,unknown,unknown,unknown,"['Chequamegon Area (CAMBA)', 'Cable', 'Drummond Cross Country Ski Trails', 'West Lake Marion Park', 'Carver Lake Park', 'Hartman Reserve Nature Center', 'Lebanon Hills', 'Salem Hills', 'Seeley', 'Lake Rebecca', 'Elm Creek Park', 'Eagan', 'Carver Park Reserve', 'Chaska', 'Namakagon']","{'region_link': '', 'region_name': ''}",False
Johnsonseanm,https://www.trailforks.com/profile/Johnsonseanm,unknown,unknown,unknown,"['Bloomington', 'Marquette', 'Minnetonka', 'Sidie Hollow Park', 'Murphy-Hanrehan Park', 'Cuyuna Country State Recreation Area', 'Xcel Energy Mountain Bike Park', 'Theodore Wirth Park', 'Shakopee', 'Minneapolis', 'West Lake Marion Park', 'Gulf State Park', 'Waconia', 'Chippewa County', 'Rice Lake', 'Lebanon Hills', 'nisswa', 'Milaca Trails', 'Terrace Oaks', 'Moose Lake', 'Minnesota River Bottoms', 'Eagan', 'Cottage Grove']","{'region_link': '', 'region_name': ''}",False
Rpm1087,https://www.trailforks.com/profile/Rpm1087,unknown,unknown,unknown,"['Shakopee', 'Theodore Wirth Park', 'West Lake Marion Park', 'Mount Kato &nearr;', 'North Mankato', 'Mount Kato', 'Xcel Energy Mountain Bike Park', 'Carver County', 'Gamehaven', 'Whitetail Ridge', 'Minnesota River Bottoms', 'Hawks Ridge', 'Redhead Mountain Bike Park', 'St. Louis County', 'Burnsville', 'Murphy-Hanrehan Park', 'Cuyuna Country State Recreation Area', 'Lebanon Hills', 'Monarch - Carver Park Reserve', 'Bloomington', 'Chaska', 'Savage', 'Detroit Mountain Recreation Area', 'Lone Lake Park', 'Lake Rebecca', 'Elm Creek Park', 'Cable', 'Seeley', 'Two Harbors', 'Adobe Jack', 'Carver Park Reserve', 'Buck Hill', 'Terrace Oaks']","{'region_link': '', 'region_name': ''}",False
RollerRoller8,https://www.trailforks.com/profile/RollerRoller8,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Krchna17,https://www.trailforks.com/profile/Krchna17,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
ErikGabe,https://www.trailforks.com/profile/ErikGabe,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
MarynGK,https://www.trailforks.com/profile/MarynGK,unknown,unknown,unknown,"['Lebanon Hills', 'Storm Mountain Trails', 'Hanson-Larsen Memorial Park', 'Cuyuna Country State Recreation Area', 'Cleary Lake Regional Park', 'Hixon Forest - Lower and Upper', 'Hillside City Park', 'Burnsville', 'Split Rock Wilds', 'Britton Peak', 'Elm Creek Park', 'Murphy-Hanrehan Park', 'Memorial Park', 'Salem Hills', 'Carver Lake Park', 'Crystal Bridges', 'Little Sugar', 'Blowing Springs', 'Minnesota River Bottoms', 'Monarch - Carver Park Reserve', 'Minnesota River Trail', 'Bloomington', 'Elk River', 'Giants Ridge &nearr;', 'Tioga Recreation Area', 'Redhead Mountain Bike Park', 'Terrace Oaks', 'West Lake Marion Park', 'Bertram Chain of Lakes', ""Phil's"", 'Park Spring Park', 'Mt Kessler', 'Centennial Park at Millsap Mountain', 'Hayward', 'Smithville Lake Trails', 'Wilson State Park', 'Glendale', 'Wyandotte County Lake Park', 'Chaska', 'Whitetail Ridge', 'Lake Rebecca', 'Sunfish Lake Park', 'Dillon', 'Sargents', 'Red Mountain - Soapstone Prairie', 'Theodore Wirth Park', 'Gail Lake Township', 'Rochester', 'Hartley Park', 'Lester Park', 'Eagan']","{'region_link': '', 'region_name': ''}",False
unobti,https://www.trailforks.com/profile/unobti,Minneapolis,Minnesota,USA,[],"{'region_link': '', 'region_name': ''}",False
pdelphey,https://www.trailforks.com/profile/pdelphey,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
LoveMyNiner,https://www.trailforks.com/profile/LoveMyNiner,unknown,unknown,unknown,"['Murphy-Hanrehan Park', 'Redhead Mountain Bike Park', 'West Lake Marion Park', 'Monarch - Carver Park Reserve', 'Lebanon Hills', 'Carver Lake Park']","{'region_link': '', 'region_name': ''}",False
mattlnec,https://www.trailforks.com/profile/mattlnec,unknown,unknown,unknown,"['Lebanon Hills', 'Cottage Grove', 'Elm Creek Park', 'Redhead Mountain Bike Park', 'West Lake Marion Park', 'Carver Lake Park', 'Whitetail Ridge', 'Murphy-Hanrehan Park', 'Salem Hills', 'Cuyuna Country State Recreation Area', 'Gamehaven', 'Monarch - Carver Park Reserve', 'Rockford', 'Lake Rebecca', 'Xcel Energy Mountain Bike Park', 'Burnsville', 'Movil Maze Recreation Area', 'Theodore Wirth Park', 'Cottage Grove Bike Park', 'Paul Bunyan State Forest', 'Bloomington', 'Willow River State Park', 'Eagan', 'Decorah', 'Spooner', 'Becker County', 'Tofte']","{'region_link': '', 'region_name': ''}",False
Unrightfullyso,https://www.trailforks.com/profile/Unrightfullyso,unknown,unknown,unknown,"['Carver Lake Park', 'Metro Region', 'Minneapolis', 'West Cuesta Ridge', 'Irish Hills', 'pismo beach', 'Montana de Oro State Park', 'Los Osos', 'Fresno', 'Woodward Mountain Bike Park', 'Lebanon Hills', 'Theodore Wirth Park', 'Pismo Preserve', 'Elm Creek Park', 'Roseville', 'River Forest', 'Cuyuna Country State Recreation Area', 'Cottage Grove', 'Murphy-Hanrehan Park', 'Nine Mile', 'Bloomington', 'Lutsen', 'Battle Creek', 'Minnesota River Bottoms', 'Chaska', 'Waconia', 'Cable', 'West Lake Marion Park', 'Salem Hills', 'Hayward', 'Chequamegon Area (CAMBA)', 'West Lake Marion MTB Trails', 'Santa Maria Valley Open Space', 'Austin', 'Crystal Bridges', 'Mount Fitzgerald', 'Johnson Ranch', 'Metro', 'Case Mountain']","{'region_link': '', 'region_name': ''}",False
Brekken,https://www.trailforks.com/profile/Brekken,Rochester,Minnesota,USA,"['Redhead Mountain Bike Park', 'Gamehaven', 'Whitetail Ridge', 'Eastwood Park', 'Xcel Energy Mountain Bike Park', 'Cuyuna Country State Recreation Area', 'Rochester', 'Carver Lake Park', 'Mount Kato &nearr;', 'Austin', 'Levis -Trow Mound', 'West Lake Marion Park', 'Jersey Valley County Park', 'Hixon Forest - Lower and Upper', 'Centennial Park at Millsap Mountain', 'Mount Fitzgerald', 'Back 40', 'Blowing Springs', 'Coler Preserve', 'Park Spring Park', 'Crystal Bridges', 'Lake Leatherwood DH', 'Mount Kato']","{'region_link': '', 'region_name': ''}",False
Sjcleve,https://www.trailforks.com/profile/Sjcleve,St. Louis Park,Minnesota,USA,"['Xcel Energy Mountain Bike Park', 'Monarch - Carver Park Reserve', 'Piedmont & Brewer', 'Duluth', 'Spirit Mountain Bike Park', 'Lone Lake Park', 'Lebanon Hills', 'Chaska', 'Theodore Wirth Park', 'Eagan', 'Minneapolis', 'Whitetail Ridge', 'Elm Creek Park', 'West Lake Marion Park', 'Murphy-Hanrehan Park', 'Bloomington', 'Tioga Recreation Area', 'Redhead Mountain Bike Park', 'Carver Lake Park', 'Woodbury', 'Minnesota River Bottoms', 'Hartley Park', 'Monarch Trail', 'Hawks Ridge']","{'region_link': '', 'region_name': ''}",False
JgN5Tk,https://www.trailforks.com/profile/JgN5Tk,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
